title,release_date,vote_count,vote_average,return
The Flight That Disappeared,1961-09-01,5.0,4.8,0.0
The Crystal Ball,1943-01-22,1.0,6.0,0.0
Flesh,1968-12-16,6.0,7.0,0.0
Delivery Man,2013-10-10,561.0,6.2,1.9678502307692307
Charlie Countryman,2013-02-09,267.0,6.4,11650.0
Back to the USSR,1992-03-27,1.0,5.0,0.0
Bad Biology,2008-02-08,45.0,4.7,0.0
Krrish 3,2013-11-01,42.0,5.8,0.0
Once Upon a Scoundrel,1974-08-15,0.0,0.0,0.0
Emotion,1966-01-01,8.0,6.6,0.0
Tales from the Organ Trade,2013-09-20,4.0,6.8,0.0
Bells of Capistrano,1942-09-15,0.0,0.0,0.0
Berlin Express,1948-05-01,17.0,5.6,0.0
Hansel & Gretel,2013-01-07,84.0,4.7,0.0
The Happy Poet,2010-09-17,4.0,6.5,0.0
Red Flag,2012-07-15,2.0,4.0,0.0
Breakout,2013-09-04,29.0,4.3,0.0
Creatures from the Abyss,1994-01-01,10.0,5.3,0.0
Shatter Dead,1994-12-13,2.0,4.0,0.0
The Club,1994-06-01,3.0,3.2,0.0
The Christmas Party,1996-11-29,1.0,5.0,0.0
End of the World,1977-08-01,3.0,4.7,0.0
My Louisiana Sky,2001-05-12,1.0,2.0,0.0
Z.P.G.,1972-05-25,13.0,5.9,0.0
Twice Born,2012-09-13,142.0,6.9,0.0014073076923076923
A Raisin in the Sun,2008-02-25,11.0,5.4,0.0
The Story of Esther Costello,1957-11-06,2.0,6.5,0.0
A Somewhat Gentle Man,2010-03-19,30.0,6.4,0.0
Guilty of Romance,2011-09-30,45.0,6.8,0.0
Club Fed,1990-08-09,0.0,0.0,0.0
Crackerjack,1994-08-18,2.0,2.0,0.0
Crime Wave,1985-04-12,7.0,5.9,0.0
The Wankers,2011-07-06,1.0,7.0,0.0
Zero 2,2010-01-18,11.0,5.8,0.0
José & Pilar,2010-10-18,9.0,7.6,0.0
Crocodile,2000-12-26,33.0,4.9,0.0
The Mating of Millie,1948-03-08,3.0,6.7,0.0
Frozen,2013-11-27,5440.0,7.3,8.494793393333333
Ninja 1,1962-12-01,8.0,6.5,0.0
The Ferryman,2007-01-01,9.0,4.4,0.0
The Strange Case of Dr. Jekyll and Miss Osbourne,1981-06-17,7.0,6.8,0.0
Disco Godfather,1979-09-04,7.0,4.4,0.0
Crisis: Behind a Presidential Commitment,1963-10-21,4.0,7.8,0.0
The China Lake Murders,1990-01-31,0.0,0.0,0.0
9 Month Stretch,2013-10-16,147.0,6.3,0.0
The Galaxy Invader,1985-04-01,8.0,3.3,0.0
Marfa Girl,2012-11-20,11.0,5.4,0.0
Bad Girls Go to Hell,1965-12-24,6.0,5.1,0.0
ThanksKilling,2009-11-17,19.0,4.0,0.0
ThanksKilling 3,2012-11-13,6.0,2.8,0.0
The Stranger,1967-10-14,13.0,7.2,0.0
Circles,2013-01-17,13.0,7.9,0.0
Mr. Morgan's Last Love,2013-08-22,95.0,6.9,0.0
Les Misérables: 10th Anniversary Concert at the Royal Albert Hall,1995-10-14,9.0,8.5,0.0
Shed No Tears,2013-07-19,13.0,6.2,0.0
Trigun: Badlands Rumble,2010-04-02,25.0,7.4,0.0
Inside Llewyn Davis,2013-10-06,845.0,7.2,2.994119909090909
The Wind Journeys,2009-04-30,14.0,7.1,0.0
The Wolf of Wall Street,2013-12-25,6768.0,7.9,3.92000694
Homefront,2013-11-27,898.0,6.4,1.9572226363636365
Cut and Run,1985-08-08,13.0,5.7,373530.0
Cyberjack,1995-09-19,4.0,7.3,0.0
Love Life,2007-11-08,6.0,4.5,0.0
Marriage Material,2012-01-12,2.0,8.0,0.0
Shadows of a Hot Summer,1978-09-13,2.0,6.0,0.0
scissere,1982-09-13,0.0,0.0,0.0
7th Cavalry,1956-01-01,4.0,5.8,0.0
A Deeper Shade of Blue,2011-06-15,1.0,8.0,0.0
Amen,2011-12-08,4.0,6.3,0.0
Mandela: Long Walk to Freedom,2013-12-06,225.0,6.5,0.7808571428571428
August: Osage County,2013-12-26,497.0,6.9,2.96755748
Gamera,1965-11-27,23.0,5.5,0.0
The Tale of Zatôichi,1962-04-18,36.0,7.2,0.0
The Tale of Zatôichi Continues,1962-10-12,20.0,7.3,0.0
Angels Sing,2013-10-19,17.0,5.2,0.0
Amen,2013-03-21,6.0,6.9,2.4545454545454546
Violette,2013-09-06,14.0,5.4,0.0
Concrete Night,2013-11-01,6.0,6.4,0.0
Days of Darkness,2007-01-01,5.0,5.0,0.0
Breaking the Girls,2013-07-26,26.0,5.2,0.0
Grave Encounters 2,2012-10-12,251.0,5.2,0.0
Evangelion: 3.0 You Can (Not) Redo,2012-11-17,107.0,7.4,60487945.0
My Piece of the Pie,2011-03-16,46.0,5.7,0.0
Fright Night 2: New Blood,2013-08-31,81.0,4.4,0.0
Sweetwater,2013-01-24,71.0,6.0,0.0008781428571428572
All Is Bright,2013-09-10,36.0,5.3,0.0
True Heart,1999-02-17,7.0,5.1,0.0
Tim's Vermeer,2013-12-06,65.0,7.1,0.0
After Tiller,2013-09-20,6.0,8.8,0.0
Lovecraft: Fear of the Unknown,2008-07-24,15.0,6.8,0.0
Stuck Between Stations,2011-11-04,12.0,6.3,0.0
Gamera vs. Barugon,1966-04-17,7.0,6.3,0.0
Legally Blondes,2009-04-28,48.0,4.4,0.0
American Hustle,2013-12-12,2868.0,6.8,6.279295175
The Secret Life of Walter Mitty,2013-12-18,3213.0,7.0,2.0903702444444443
Her,2013-12-18,4215.0,7.9,2.058750043478261
New Tale of Zatôichi,1963-03-15,17.0,6.6,0.0
Zatôichi the Fugitive,1963-08-10,13.0,7.2,0.0
RoboGeisha,2009-10-03,16.0,5.8,0.0
The War Between Men and Women,1972-06-01,3.0,7.7,0.0
The April Fools,1969-05-23,3.0,6.0,0.0
Captain Abu Raed,2007-12-11,5.0,7.4,0.0
The Man You Had in Mind,2008-06-10,0.0,0.0,0.0
The Cosmonaut,2013-05-17,6.0,4.9,0.0
Young & Beautiful,2013-08-20,360.0,6.3,0.0
The Life & Adventures of Santa Claus,1985-12-17,2.0,7.0,0.0
Carmina or Blow Up,2012-07-05,27.0,6.5,0.0
Malta G.C.,1942-01-01,0.0,0.0,0.0
Cousin Angelica,1974-04-28,8.0,5.5,0.0
Baboona,1935-01-19,0.0,0.0,0.0
Stakeout on Dope Street,1958-05-03,1.0,5.0,0.0
Zatôichi Goes to the Fire Festival,1970-08-12,9.0,5.8,0.0
The Challenger,2013-03-18,33.0,7.1,0.0
Linsanity,2013-10-04,11.0,6.7,0.0
Some Girl(s),2013-06-28,31.0,5.0,0.0
Música Campesina,2011-08-27,0.0,0.0,0.0
A Christmas Carol,1977-12-24,3.0,5.0,0.0
Open Grave,2013-08-13,250.0,5.9,0.0
The Dead Next Door,1989-11-10,14.0,5.4,0.0
Ski Patrol,1940-05-09,0.0,0.0,0.0
Sel8nne,2013-09-26,6.0,8.0,0.0
The Fourth Angel,2001-08-15,20.0,5.7,0.0
Route 666,2001-10-30,13.0,4.9,0.0
The Rat Race,1960-07-10,5.0,6.7,0.0
Six by Sondheim,2013-12-09,4.0,7.3,0.0
Straight From the Heart,2003-02-09,5.0,5.0,0.0
The Punk Singer,2013-11-29,31.0,7.2,0.0
The Dead Pit,1989-01-01,8.0,5.5,0.0
Dead Set,2008-10-27,87.0,7.0,0.0
Dead Silence,1997-09-22,3.0,5.3,0.0
Urusei Yatsura 2: Beautiful Dreamer,1984-02-11,7.0,7.1,0.0
I-See-You.Com,2006-03-08,14.0,4.1,0.0
Pianomania,2009-01-28,2.0,6.5,0.0
Lone Survivor,2013-12-24,1549.0,7.4,3.732390025
A Christmas Carol,1997-01-01,9.0,5.7,0.0
A Christmas Carol,2004-11-28,5.0,6.2,0.0
A Fairly Odd Christmas,2012-11-23,18.0,5.4,0.0
Zatôichi on the Road,1963-11-30,11.0,7.5,0.0
Geography Club,2013-05-22,55.0,6.5,0.0
Measuring the World,2012-10-24,30.0,5.6,0.0
Three Stars,2012-07-13,3.0,6.0,0.0
The Noose,1958-01-19,2.0,7.5,0.0
Sambizanga,1973-04-25,1.0,5.0,0.0
My Amityville Horror,2013-03-14,26.0,5.9,0.0
Dead Weekend,1995-10-08,1.0,2.0,0.0
"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011-07-09,47.0,4.7,0.0
The Armstrong Lie,2013-09-08,50.0,6.9,383294.0
Blood Relatives,1978-02-01,5.0,6.2,0.0
An Adventure in Space and Time,2013-11-21,68.0,7.7,0.0
Mountaintop Motel Massacre,1986-03-31,10.0,5.3,0.0
Star Trek: Of Gods And Men,2007-12-22,5.0,5.2,0.0
Saving Mr. Banks,2013-11-16,1256.0,7.3,3.2155594285714284
Kinbaku,2010-03-12,0.0,0.0,0.0
Cockpit,2012-07-13,8.0,5.1,0.0
Last Winter,2012-02-29,4.0,5.5,0.0
The Frozen Dead,1966-10-15,4.0,4.0,0.0
Captive Women,1952-10-10,0.0,0.0,0.0
The Boy and the Pirates,1960-04-13,3.0,5.3,0.0
Zatôichi and the Chest of Gold,1964-03-14,11.0,6.6,0.0
Zatôichi's Flashing Sword,1964-07-11,11.0,6.7,0.0
Ways to Live Forever,2010-10-29,12.0,7.0,0.0
La rabbia,1963-01-01,4.0,7.8,0.0
Visions of Europe,2004-05-01,3.0,3.7,0.0
Ghetto,2006-06-08,5.0,5.8,0.0
The Battle of Amfar,2013-01-18,1.0,5.0,0.0
Blue Sunshine,1978-03-20,12.0,6.4,0.0
Adventures of Zatôichi,1964-12-30,10.0,6.3,0.0
Kean,1924-02-14,1.0,5.0,0.0
Is the Man Who Is Tall Happy?,2013-11-22,32.0,7.1,0.0
Outbound,2010-08-14,4.0,5.8,0.0
All Things To All Men,2013-04-05,19.0,4.2,0.0
The Outsider,2014-03-11,37.0,4.6,0.0
The Truth About Emanuel,2013-04-26,80.0,6.2,0.0
Midnight Clear,2006-01-01,0.0,0.0,0.0
The Nutcracker: The Untold Story,2010-11-24,52.0,5.3,0.1797662111111111
The Wipers Times,2013-09-11,6.0,7.3,0.0
A Storm in Summer,2000-02-27,1.0,7.0,0.0
Deadbolt,1992-10-16,2.0,4.5,0.0
The Deadly Spawn,1983-04-22,25.0,5.3,0.0
Deadly Surveillance,1991-09-06,0.0,0.0,0.0
Those Daring Young Men in Their Jaunty Jalopies,1969-04-28,10.0,6.8,0.0
The Rhythm of Crime,1981-01-01,4.0,4.8,0.0
Cowboy del Amor,2005-03-12,1.0,10.0,0.0
Gregoire Moulin vs. Humanity,2001-09-26,17.0,6.7,0.0
The Demoniacs,1974-12-05,8.0,4.6,0.0
The Night of the Hunted,1980-08-20,11.0,5.9,0.0
Zatôichi and the Doomed Man,1965-09-18,9.0,6.5,0.0
Zatôichi's Revenge,1965-04-03,8.0,6.3,0.0
I Heart Monster Movies,2012-10-12,0.0,0.0,0.0
Deadly Voyage,1996-06-14,2.0,3.0,0.0
Decampitated,1998-01-01,6.0,2.9,0.0
The Deep,2012-09-07,21.0,6.2,0.0
Lips of Blood,1975-05-17,8.0,6.8,0.0
The Grotesque,1995-09-09,2.0,7.0,0.0
American Raspberry,1977-09-12,3.0,6.3,0.0
The Last Ride,2012-06-22,5.0,5.9,0.0
Hava Nagila: The Movie,2012-07-19,2.0,6.5,0.0
The Bling Ring,2011-09-26,20.0,4.1,0.0
A Perfect Man,2013-11-01,14.0,4.8,7.76e-05
Gurren Lagann The Movie: Childhood's End,2008-09-06,20.0,6.9,0.0
Gurren Lagann The Movie: The Lights in the Sky Are Stars,2009-04-25,15.0,6.9,0.0
Una noche,2012-02-15,16.0,5.9,0.0
Lady and the Tramp II: Scamp's Adventure,2001-02-18,256.0,6.0,0.0
Oldboy,2013-11-14,632.0,5.9,0.16203406666666667
World War Three,1998-12-01,4.0,6.6,0.0
Aquí Entre Nos,2012-03-30,3.0,6.0,2755584.0
The Shiver of the Vampires,1971-04-21,9.0,4.0,0.0
The Sucker,1965-03-24,92.0,7.3,0.0
Dampfnudelblues,2013-07-31,18.0,6.4,0.0
Zatôichi and the Chess Expert,1965-12-24,7.0,5.7,0.0
Zatôichi's Vengeance,1966-05-03,7.0,5.6,0.0
Zatôichi's Pilgrimage,1966-08-13,10.0,7.7,0.0
Anchorman 2: The Legend Continues,2013-12-18,940.0,6.0,3.4729803
Escape Fire: The Fight to Rescue American Healthcare,2012-10-05,3.0,8.0,0.0
Killing Lincoln,2013-02-16,20.0,5.5,0.0
Good Ol’ Freda,2013-09-06,24.0,6.9,135039.0
Call Me Crazy: A Five Film,2013-04-20,19.0,6.3,0.0
What If...,2012-11-28,12.0,6.6,0.0
Unbeatable,2013-08-15,35.0,6.8,0.0
Sarah Silverman: We Are Miracles,2013-11-23,5.0,6.5,0.0
Footprints,1975-02-01,16.0,6.2,0.0
Happy Family,2010-03-26,65.0,6.7,0.0
Mike Tyson: Undisputed Truth,2013-12-01,20.0,6.7,0.0
Moms Mabley: I Got Somethin' to Tell You,2013-04-22,2.0,6.0,0.0
"Take Her, She's Mine",1963-01-01,0.0,0.0,0.0
Christmas Eve,1947-10-31,4.0,6.5,0.0
Massacre Mafia Style,1974-12-19,7.0,6.7,0.0
Snowpiercer,2013-08-01,2910.0,6.7,2.2132375510204083
Only Old Men Are Going to Battle,1973-06-06,21.0,7.9,0.0
Guest from the Future,1984-06-06,17.0,6.9,0.0
"Kidnapping, Caucasian Style",1967-04-03,35.0,7.5,0.0
Phase 7,2011-07-13,23.0,4.9,0.0
Hellbound?,2012-09-21,1.0,5.0,0.0
Demon Wind,1990-07-05,4.0,4.5,0.0
Demons 2,1986-10-09,60.0,5.8,0.0
The Phynx,1970-03-06,1.0,3.0,0.0
Haunter,2013-10-25,211.0,5.9,0.0
The Big Fix,1978-01-01,10.0,6.1,0.0
Wrong Cops,2013-12-18,65.0,5.9,0.0
A Muppets Christmas: Letters to Santa,2008-12-17,7.0,5.7,0.0
The Diamond Fleece,1992-09-17,0.0,0.0,0.0
Diving In,1990-09-21,0.0,0.0,0.0
The Dog Who Stopped the War,1984-10-03,14.0,7.4,0.0
Ninja: Shadow of a Tear,2013-12-27,94.0,5.9,0.0
Always,1985-10-04,2.0,3.0,0.0
The Sandlot: Heading Home,2007-05-01,16.0,5.6,0.0
Odds and Evens,1978-10-28,77.0,7.0,0.0
Free Style,2008-12-24,4.0,5.8,140987.0
James Gandolfini: Tribute To A Friend,2013-12-22,6.0,6.7,0.0
The Precocious and Brief Life of Sabina Rivas,2012-11-09,6.0,5.0,0.5183982683982684
$ellebrity,2013-01-11,9.0,5.5,0.0
Macabre,1980-04-17,17.0,6.0,0.0
Punk's Dead: SLC Punk 2,2016-02-11,3.0,6.0,0.0
Freedom Strikes a Blow,1973-12-31,2.0,7.5,0.0
Desire,2011-09-14,142.0,4.1,0.0
In the Fog,2012-11-22,16.0,5.6,0.0
As Cool as I Am,2013-06-21,35.0,4.9,0.0
False Trail,2011-09-15,20.0,6.3,0.0
Why Did You Pick On Me?,1980-12-11,43.0,5.7,0.0
Ice Quake,2010-12-11,28.0,3.8,0.0
Snow Beast,2011-10-04,14.0,3.3,0.0
Fireworks Wednesday,2006-02-08,25.0,7.6,0.0
Fun Size,2012-10-25,139.0,5.5,0.8155258571428572
Death of a Superhero,2011-05-04,44.0,6.9,0.0
Einer wie Bruno,2012-04-12,2.0,8.3,0.0
A Princess for Christmas,2011-12-03,56.0,6.4,0.0
Fuck You Goethe,2013-11-07,621.0,7.1,0.0
Dagmamman,2013-09-11,0.0,0.0,0.0
Hellyys,1972-02-17,0.0,0.0,0.0
Apnea,2010-11-06,2.0,4.5,0.0
Jo pour Jonathan,2011-03-18,1.0,5.0,0.0
Sweet Evil,2010-05-12,3.0,6.0,0.0
Gasht-e Ershad,2012-10-01,1.0,6.0,0.0
هیچ کجا هیچ کس,2013-08-07,1.0,10.0,0.0
Miffo,2003-07-31,5.0,4.0,0.0
Bad Fucking,2013-12-20,3.0,5.5,0.0
Open Up to Me,2013-03-08,7.0,6.4,0.0
Fly Away,2012-07-12,3.0,5.5,0.0
Life Is No Piece of Cake,2012-11-21,11.0,6.1,0.0
Mostly Sunny,2012-09-06,11.0,6.2,0.0
Alien Cargo,1999-01-28,8.0,4.9,0.0
WNUF Halloween Special,2013-10-23,9.0,6.2,0.0
White Reindeer,2013-12-06,10.0,5.3,0.0
Red Obsession,2013-02-13,8.0,6.1,0.0
Snow on the Pines,2013-04-09,2.0,6.0,0.0
The Wooden Bridge,2012-02-04,0.0,0.0,0.0
Bitterly!,2013-10-24,29.0,6.3,0.0
The Physician,2013-12-25,365.0,7.2,1.79013240625
High School,2010-06-03,44.0,5.8,0.0
Carmen,1918-12-20,4.0,4.8,0.0
Timescape,1992-05-09,20.0,6.4,0.0
Springsteen & I,2013-07-22,11.0,7.5,0.0
I Will Fight No More Forever,1975-04-13,3.0,3.3,0.0
The Glass Agency,1999-01-02,4.0,6.5,0.0
Here Without Me,2011-03-12,0.0,0.0,0.0
The Dinner,2013-11-07,14.0,4.9,0.0
Wonderful and Loved by All,2007-08-24,1.0,4.0,0.0
Borgman,2013-05-13,94.0,6.6,0.0
Solo,2013-08-29,10.0,4.7,0.0
The Lost Thing,2010-01-01,21.0,6.6,0.0
Buddy goes West,1981-05-14,23.0,6.1,0.0
Mio in the Land of Faraway,1987-07-01,23.0,6.3,0.3194444444444444
Zatôichi's Cane Sword,1967-01-03,9.0,6.8,0.0
Wild Women,1970-10-20,0.0,0.0,0.0
The Guide,2011-04-27,1.0,10.0,0.0
Our Little Differences,2012-07-02,0.0,0.0,0.0
Boy Eating the Bird's Food,2012-09-27,4.0,5.5,0.0
The Laughing Woman,1969-08-24,3.0,8.3,0.0
Vendetta,2013-11-08,27.0,6.1,0.0
The Human Race,2013-04-10,68.0,5.0,0.0
Escape to Athena,1979-06-06,19.0,5.5,0.0
Smiley,2012-10-12,109.0,4.3,0.0
Sometime in August,2009-02-08,2.0,5.5,0.0
Dot.Kill,2005-03-08,6.0,3.7,0.0
Not Bad for a Human,1977-10-07,1.0,7.0,0.0
The Hijack That Went South,2013-01-17,8.0,5.6,0.295705
I Am Not a Hipster,2013-01-09,5.0,4.8,0.0
Rio Sex Comedy,2010-09-16,6.0,3.3,0.0
I Am Divine,2013-03-09,20.0,7.0,0.0
Grudge Match,2013-12-25,437.0,6.0,1.1226815
Justin Bieber's Believe,2013-12-19,68.0,7.3,0.0
Dhoom,2004-08-27,53.0,6.2,8.0
Marvin Hamlisch: What He Did For Love,2013-10-12,1.0,10.0,0.0
Meat the Truth,2008-10-03,1.0,10.0,0.0
The Citizen,2012-09-19,15.0,6.4,0.0
Highlander: The Search for Vengeance,2007-06-05,27.0,6.5,0.0
The Botany of Desire,2009-10-28,4.0,6.3,0.0
By the People: The Election of Barack Obama,2009-11-09,4.0,6.9,0.0
Opera Australia: The Pirates of Penzance,2006-01-01,0.0,0.0,0.0
American Addict,2012-05-18,5.0,6.3,0.0
Bounty Killer,2013-09-05,84.0,5.8,0.0
Lomalla,2000-12-01,5.0,5.6,0.0
The Class of '92,2013-12-01,35.0,7.1,0.0
12 Rounds 2: Reloaded,2013-06-01,101.0,5.6,0.0
Nude For Satan,1974-10-30,13.0,3.9,0.0
White Fang,1973-12-21,7.0,6.2,0.0
Soundbreaker,2012-03-20,1.0,7.0,0.0
A.C.O.D.,2013-10-03,106.0,5.5,175705.0
Ass Backwards,2013-01-21,31.0,4.6,0.0
Dollman vs. Demonic Toys,1993-10-13,12.0,4.2,0.0
Dream Machine,1991-11-13,6.0,4.8,0.0
The Dungeon Masters,2008-09-08,5.0,6.0,0.0
Paranormal Activity: The Marked Ones,2014-01-01,455.0,5.2,17.2724744
Only Lovers Left Alive,2013-12-12,585.0,7.2,0.0
Inn of Evil,1971-09-11,0.0,0.0,0.0
Gold,1934-03-29,1.0,9.0,0.0
Swing,2002-03-20,2.0,6.0,0.0
B.T.K.,2008-07-08,7.0,3.6,0.0
Short Eyes,1977-09-28,12.0,7.1,0.0
MacGyver: Trail to Doomsday,1994-11-24,15.0,5.5,0.0
Vegucated,2011-01-09,12.0,7.5,0.0
Serrallonga,2008-01-01,0.0,0.0,0.0
Garm Hava,1973-01-05,3.0,6.2,0.0
Ditirambo,1969-03-12,1.0,5.0,0.0
Earth vs. the Spider,2001-10-07,17.0,5.0,0.0
Easy Wheels,1989-01-01,2.0,3.0,0.0
Cold Trail,2006-12-29,1.0,6.0,0.0
Glasblåsarns barn,1998-02-27,3.0,6.0,0.0
Restless Souls,2005-05-27,5.0,4.8,0.0
Goliath Awaits,1981-11-11,5.0,4.4,0.0
Hit Man,1972-12-20,2.0,6.3,0.0
The Valley of Gwangi,1969-07-24,52.0,7.5,0.0
Voyage to the Prehistoric Planet,1965-08-01,10.0,4.2,0.0
Greenwich Village: Music That Defined a Generation,2013-01-18,3.0,7.7,0.0
The Lunchbox,2013-09-19,226.0,7.3,4.235151
Kauwboy,2012-04-18,20.0,6.0,0.0
Liberty,1929-01-26,7.0,6.9,0.0
The Killings at Outpost Zeta,1980-02-25,2.0,5.0,0.0
Expect No Mercy,1995-02-28,6.0,4.1,0.0
The Expert,1995-08-15,3.0,5.7,0.0
The Secret,2007-10-10,19.0,6.2,0.0
Stars,1959-03-23,3.0,5.0,0.0
Lost in Siberia,2012-05-10,2.0,7.0,0.0
I Know That Voice,2013-11-06,43.0,7.0,0.0
The Fallen,2004-01-01,2.0,5.5,0.0
Fade to Black,1980-10-14,15.0,5.9,0.0
Yves Saint Laurent,2014-01-08,270.0,6.4,1.7521908333333334
Trader Games,2010-09-01,6.0,5.5,0.0
Summer Things,2002-08-30,17.0,5.9,0.0
Bad Karma,2002-07-23,5.0,2.6,0.0
Bad Karma,2012-09-12,4.0,4.6,0.0
Bandidos,1991-08-09,2.0,6.0,0.0
The Invisible Woman,2013-12-25,66.0,6.2,1234254.0
Hunting Elephants,2013-07-03,11.0,6.2,1.9565217391304348
Dragon Ball Z: Battle of Gods,2013-03-30,370.0,6.5,50353002.0
The Snitch Cartel,2012-11-11,9.0,6.0,0.0
Underdogs,2013-07-18,127.0,6.0,1.0909090909090908
Dirty Movie,2011-02-15,15.0,3.4,0.0
Freezer,2014-01-17,51.0,5.2,0.0
Modern Boy,2008-10-02,0.0,0.0,0.0
Caught,1987-11-09,0.0,0.0,0.0
The Texican,1966-11-01,3.0,5.7,0.0
The Gilded Lily,1935-01-25,0.0,0.0,0.0
The Bride Comes Home,1935-12-25,0.0,0.0,0.0
Family Honeymoon,1948-12-06,1.0,6.0,0.0
"Like Father, Like Son",2013-09-28,119.0,7.6,19978961.0
The Railway Man,2013-12-26,277.0,6.7,1.2394012777777779
Sand Sharks,2011-12-20,37.0,2.7,0.0
Massacre Canyon,1954-05-01,0.0,0.0,0.0
Diana,2013-09-19,180.0,5.3,1.4510847333333334
The We and the I,2012-09-12,28.0,5.4,0.0
We Are What We Are,2013-09-27,192.0,5.5,81381.0
Dragon Ball Z: Lord Slug,1991-03-19,79.0,6.2,0.0
J.J. Cale - To Tulsa And Back (On tour with J.J. Cale),2006-06-13,2.0,4.8,0.0
Forsaking All Others,1934-12-23,3.0,4.3,0.0
The Flesh Merchant,1956-05-18,1.0,5.0,0.0
Child Bride,1938-03-02,8.0,4.7,0.0
Magic Town,1947-10-07,5.0,6.4,0.0
Grand Isle,1991-08-23,0.0,0.0,0.0
River Queen,2005-09-12,9.0,6.7,0.0
Resistance,2011-11-25,8.0,5.1,0.0
"Me, Myself and Mum",2013-11-20,231.0,6.6,0.0
Milius,2013-03-09,20.0,6.9,0.0
A Soldier's Plaything,1930-11-01,0.0,0.0,0.0
A Time for Killing,1967-08-01,5.0,4.2,0.0
Summer of '62,2007-08-08,2.0,8.5,0.0
Close to Leo,2002-05-18,11.0,5.4,0.0
The Geographer Drank His Globe Away,2013-07-26,23.0,7.3,4037782.0
Pokémon Origins,2013-10-02,23.0,7.3,0.0
Screwed in Tallinn,1999-04-22,16.0,6.3,0.0
Comrade Pedersen,2006-02-24,7.0,5.4,0.0
Starz Inside: Fantastic Flesh,2008-10-07,1.0,7.0,0.0
Fast Food,1989-04-28,5.0,5.1,0.0
National Lampoon's Favorite Deadly Sins,1995-11-12,3.0,5.7,0.0
The Other Shore,2013-07-23,2.0,7.5,0.0
Chinese Puzzle,2013-12-04,228.0,6.4,0.0
+1,2013-09-20,91.0,5.3,0.0
Waltz for Monica,2013-09-13,14.0,5.9,0.0
Dragon Ball: The Path to Power,1996-03-02,35.0,7.0,0.0
The Raven,2006-11-01,3.0,1.7,0.0
The Hire: The Follow,2001-01-01,15.0,7.5,0.0
There's Only One Sun,2007-01-01,7.0,5.9,0.0
Honest Man: The Life of R. Budd Dwyer,2010-10-09,1.0,6.0,0.0
A Turtle’s Tale 2: Sammy’s Escape From Paradise,2012-08-15,58.0,5.5,0.0
Allotment Wives,1945-11-08,2.0,6.5,0.0
Dragon Crusaders,2011-09-27,8.0,2.6,0.0
M for Mother,2006-10-24,1.0,5.0,0.0
Rhino Season,2012-09-11,13.0,5.4,0.0
The Lizard,2004-03-31,10.0,5.5,0.0
Lovers and Lollipops,1956-04-18,2.0,7.0,0.0
Prata Palomares,1972-01-01,1.0,5.0,0.0
Creep Van,2012-03-09,13.0,4.0,0.0
Cutie and the Boxer,2013-08-16,31.0,7.3,0.0
Rise of the Zombies,2012-10-27,27.0,3.4,0.0
At Berkeley,2013-11-08,6.0,7.2,0.0
Harvey,1996-10-19,0.0,0.0,0.0
Travelling Salesman,2012-06-16,13.0,5.6,0.0
Ride Along,2014-01-07,867.0,6.1,6.15991276
Penguin Pool Murder,1932-12-09,2.0,3.3,0.0
Breakaway,2011-09-30,12.0,6.0,0.0
Nukes in Space,1999-01-01,3.0,5.8,0.0
Jack Ryan: Shadow Recruit,2014-01-15,1194.0,5.9,0.8424851166666667
Divergent,2014-03-14,4784.0,6.9,3.3970340588235293
Hotel Chevalier,2007-09-03,204.0,7.1,0.0
47 Ronin,1994-10-22,3.0,8.0,0.0
Starflight: The Plane That Couldn't Land,1983-02-27,8.0,3.3,0.0
Reasonable Doubt,2014-01-17,236.0,5.6,0.0
Heavy Metal Parking Lot,1986-01-01,10.0,7.6,0.0
18 Years Old and Rising,2011-07-20,18.0,5.1,0.0
Saint Laurent,2014-09-23,78.0,6.0,0.0
The Prize of Peril,1983-01-25,5.0,5.5,0.0
Cargo,2013-04-02,11.0,8.3,0.0
The Road to Ruin,1934-05-14,4.0,3.8,0.0
The Square,2013-06-07,56.0,7.8,0.0
HOUBA! On the Trail of the Marsupilami,2012-04-03,214.0,5.0,0.972
Fear,1990-07-15,9.0,6.4,0.0
Fear No Evil,1981-01-19,7.0,4.9,0.0
Devil's Due,2014-01-08,218.0,4.4,5.204853571428571
Not My Day,2014-01-16,62.0,6.6,0.0
Into the Mind,2013-09-25,9.0,6.9,0.0
Stille Nacht,2004-09-16,3.0,7.0,0.0
Shadow Puppets,2007-04-16,16.0,4.4,0.0
Venus Wars,1989-03-11,7.0,5.3,0.0
Les aventures d'Arsène Lupin,1957-03-22,5.0,6.6,0.0
The Final Cut,1996-03-01,3.0,7.3,551281.0
The Night Walker,1964-12-01,3.0,6.3,0.0
L'Antisémite,2012-03-21,0.0,0.0,0.0
Intern Academy,2004-05-16,11.0,4.9,0.0
Black Rock,2012-01-21,80.0,4.9,0.0
The First Power,1990-04-06,15.0,4.7,2.2424195
The Assault,2010-11-12,50.0,6.4,0.0
Holiday Spin,2012-11-19,4.0,7.0,0.0
Flight 93,2006-01-30,42.0,6.0,0.0
Another Dawn,1943-11-18,3.0,6.0,0.0
Nobody Lives Forever,1946-11-01,5.0,5.1,0.0
Dirty Pictures,2000-05-27,2.0,7.5,0.0
American Scary,2006-10-21,3.0,7.7,0.0
